source_id,title,source_type,jurisdiction,effective_date,source_url,tags,text,provenance_status,document_identifier,source_version,retrieved_at,content_sha256,license_or_origin,publishable_as_authoritative_source
STAT-CIVIL-CONTRACT-001,民法典合同履行与违约责任规则摘要,statute_summary,CN,2021-01-01,https://flk.npc.gov.cn/,合同 违约 迟延履行 解除 赔偿,合同争议通常需先核验合同成立、履行期限、违约事实、催告情况、合同目的是否受影响以及损失证据；迟延履行不当然等于可以解除并退全款。,summary_requires_primary_source_verification,,pilot_v1,,af1b3f4461e14a7d0230fe1066fc66dae1ad55f1858de13817f35092714f99ac,official-portal reference; exact document and reuse terms not recorded,False
STAT-CIVIL-DEPOSIT-001,民法典定金与违约金规则摘要,statute_summary,CN,2021-01-01,https://flk.npc.gov.cn/,定金 订金 违约金 损失 调整,定金、订金和违约金需要区分；写明定金且合同成立时可能适用定金罚则，违约金是否过高需结合实际损失和履行情况判断。,summary_requires_primary_source_verification,,pilot_v1,,db84abcb575f2d79dafaaac3f88267c33499a340b15f8b2f43d2aaf324162817,official-portal reference; exact document and reuse terms not recorded,False
STAT-CIVIL-LOAN-001,民法典民间借贷证据规则摘要,statute_summary,CN,2021-01-01,https://flk.npc.gov.cn/,民间借贷 转账 借条 微信 还款承诺,民间借贷需要证明借款合意和款项交付；转账记录、聊天承诺、备注、催收记录和身份信息共同影响能否按借款关系主张权利。,summary_requires_primary_source_verification,,pilot_v1,,a60252b5a0b85f675aff088abe5d1d46044e8c7208d7df176e0bcba77779d582,official-portal reference; exact document and reuse terms not recorded,False
STAT-CIVIL-LEASE-001,民法典租赁押金与损耗规则摘要,statute_summary,CN,2021-01-01,https://flk.npc.gov.cn/,租赁 押金 正常损耗 维修 退租,租赁押金扣除通常需要结合合同约定、交接验收、照片对比、是否正常损耗、维修报价和实际损失，不能仅凭一方说法确定。,summary_requires_primary_source_verification,,pilot_v1,,7e307baf5239277d7acb99c976295188b9dd55db8adb188a42fc820d4a5e2929,official-portal reference; exact document and reuse terms not recorded,False
STAT-CONSUMER-001,消费者权益保护和商品质量规则摘要,statute_summary,CN,2014-03-15,https://flk.npc.gov.cn/,消费者 商品质量 七日无理由 退换货 欺诈,消费者维权需区分七日无理由、质量瑕疵、售后承诺和欺诈；是否退换货或赔偿取决于购买时间、商品性质、检测结论和经营者承诺。,summary_requires_primary_source_verification,,pilot_v1,,5bd7955a5c79741742cabd7a2ef7d961e7e49e78c970ace344d70b7dd4daf3ab,official-portal reference; exact document and reuse terms not recorded,False
STAT-LABOR-CONTRACT-001,劳动合同解除与用工管理规则摘要,statute_summary,CN,2008-01-01,https://flk.npc.gov.cn/,劳动合同 解除 调岗 降薪 规章制度 工会,劳动合同解除、调岗降薪和违纪处理需核验合同岗位、规章制度、公示告知、书面通知、协商过程、工会或申辩程序以及证据材料。,summary_requires_primary_source_verification,,pilot_v1,,d784c00281936ed62682b21d4549f4c7be374258b1b2cfe6dd20c892e1d5836c,official-portal reference; exact document and reuse terms not recorded,False
STAT-LABOR-RELATION-001,劳动关系认定规则摘要,statute_summary,CN,2008-01-01,https://flk.npc.gov.cn/,劳动关系 平台用工 从属性 考勤 固定工资,劳动关系不能只看协议名称；需综合管理控制、考勤排班、报酬方式、工作工具、是否可自主接单和实际履行从属性。,summary_requires_primary_source_verification,,pilot_v1,,60b02ebef7b776242b8715558e8077c4cae375dcf55adafb29304d418572aad5,official-portal reference; exact document and reuse terms not recorded,False
STAT-EVIDENCE-001,民事证据与事实主张规则摘要,statute_summary,CN,2024-01-01,https://flk.npc.gov.cn/,证据 举证 聊天记录 转账 合同 电子证据,民事争议中聊天记录、转账凭证、合同、订单、通知和验收材料都需要能对应争议事实；证据不足时不应给确定性结论。,summary_requires_primary_source_verification,,pilot_v1,,2f2bde018c6bb6c1a027e3a5c048011a7cb74405c19e11c54115f9bf03c87eac,official-portal reference; exact document and reuse terms not recorded,False
STAT-PROCEDURE-001,民事诉讼准备与管辖规则摘要,statute_summary,CN,2024-01-01,https://flk.npc.gov.cn/,起诉 管辖 主体 材料 诉讼成本,起诉准备通常需要明确被告身份、请求基础、证据目录、管辖连接点和诉讼成本；事实或主体不明时应先补齐材料。,summary_requires_primary_source_verification,,pilot_v1,,f16d0625f6f05429a5ad365f3463f6a861ae3da91003b9cef327547942fc9343,official-portal reference; exact document and reuse terms not recorded,False
STAT-IP-PLATFORM-001,网络平台通知处理与损失证明规则摘要,statute_summary,CN,2021-01-01,https://flk.npc.gov.cn/,平台 侵权通知 下架 转送 损失证明,网络平台收到有效侵权通知后的处理及时性、是否知道重复侵权、通知内容是否合格和损失证明，会影响责任判断；不能仅凭通知断言平台全责。,summary_requires_primary_source_verification,,pilot_v1,,98780d236a1ae78b1c99b6b8f1615950eb5907de39f47962eee0c32d0cfa0bdc,official-portal reference; exact document and reuse terms not recorded,False
STAT-CIVIL-FORM-CONTRACT-001,格式条款提示说明规则摘要,statute_summary,CN,2021-01-01,https://flk.npc.gov.cn/,格式条款 提示说明 退费 免责 培训合同,涉及退费、免责或限制主要权利的格式条款，应关注经营者是否以合理方式提示并说明；不能仅凭合同写有不退费就直接排除消费者请求。,summary_requires_primary_source_verification,,pilot_v1,,c80312c0d5ddebe598de6ab248c55081b1b7d00664519533dd67be092a302462,official-portal reference; exact document and reuse terms not recorded,False
STAT-CIVIL-TORT-001,侵权责任与损害证明规则摘要,statute_summary,CN,2021-01-01,https://flk.npc.gov.cn/,侵权 损害 因果关系 名誉权 医疗损害,侵权责任通常需要核验行为、过错、损害、因果关系和证明材料；涉及人身损害、名誉侵权或专业鉴定时应谨慎并建议人工复核。,summary_requires_primary_source_verification,,pilot_v1,,58115692f8f80309b50ee8ae9f05130b579c8f41001011e3d59b85cb9c998a84,official-portal reference; exact document and reuse terms not recorded,False
STAT-CIVIL-GUARANTEE-001,保证责任识别规则摘要,statute_summary,CN,2021-01-01,https://flk.npc.gov.cn/,保证 担保 借款 连带 一般保证 签字,保证责任需要有明确担保意思表示、担保范围、方式和期间；仅有介绍借款或见证签字，不当然构成担保。,summary_requires_primary_source_verification,,pilot_v1,,d5821ed37d094f62cccc873621d265ea3d0f10e1ec0c43ed6874b555274dc4cf,official-portal reference; exact document and reuse terms not recorded,False
STAT-COMPANY-LIQUIDATION-001,公司清算与债权人保护规则摘要,statute_summary,CN,2024-07-01,https://flk.npc.gov.cn/,公司 注销 清算 债权人 股东 责任,公司注销、清算通知、资产处置和股东责任需要结合清算程序、债权申报、出资和恶意处置资产证据判断。,summary_requires_primary_source_verification,,pilot_v1,,b7801e5cc3f957f06acb521805b0badfba86e33ff318e641aaed0f56cc51156b,official-portal reference; exact document and reuse terms not recorded,False
STAT-PERSONALINFO-001,个人信息处理与数据合规规则摘要,statute_summary,CN,2021-11-01,https://flk.npc.gov.cn/,个人信息 隐私 数据 删除 同意 平台,个人信息处理需关注告知同意、处理目的、必要性、删除更正请求和敏感信息；平台拒绝删除或超范围使用时需核验证据和规则。,summary_requires_primary_source_verification,,pilot_v1,,37d0bac8badc44389d07623fae104128aa7153ba22c24be7f0b44ae933a6c41a,official-portal reference; exact document and reuse terms not recorded,False
STAT-MARRIAGE-PROPERTY-001,夫妻共同债务识别规则摘要,statute_summary,CN,2021-01-01,https://flk.npc.gov.cn/,夫妻共同债务 借款 家庭共同生活 签字 追认,夫妻一方举债是否属于共同债务，需要看共同签字、事后追认、是否用于家庭共同生活或共同生产经营。,summary_requires_primary_source_verification,,pilot_v1,,3a72a2fe747ca6de23816165861bda5e62a5ca8150a0a2c63339f9b7ca5c656f,official-portal reference; exact document and reuse terms not recorded,False
STAT-TRAFFIC-INJURY-001,交通事故人身损害规则摘要,statute_summary,CN,2021-01-01,https://flk.npc.gov.cn/,交通事故 人身损害 责任认定 医疗费 误工费,交通事故赔偿需结合事故责任认定、医疗票据、误工护理、伤残鉴定和保险情况；不应在材料不足时给固定赔偿额。,summary_requires_primary_source_verification,,pilot_v1,,d809be75317a81f17bc9cf07137e4616e19ec5afafc48a081ed84acd2f0f5a92,official-portal reference; exact document and reuse terms not recorded,False
STAT-ADMIN-PENALTY-001,行政处罚陈述申辩规则摘要,statute_summary,CN,2021-07-15,https://flk.npc.gov.cn/,行政处罚 告知 陈述申辩 复议 诉讼,行政处罚争议需核验处罚主体、告知程序、事实证据、陈述申辩、复议和诉讼期限；程序瑕疵不当然导致处罚撤销。,summary_requires_primary_source_verification,,pilot_v1,,6a0d7061941614fbea0b41e84738166530854293690e0520e43ef5c798cd5de2,official-portal reference; exact document and reuse terms not recorded,False
CASE-LABOR-PLATFORM-001,平台用工劳动关系案例规则摘要,case_summary,CN,2024-01-01,https://www.court.gov.cn/,平台骑手 劳动关系 合作协议 从属性,平台用工案例通常强调不能仅凭合作协议否定劳动关系；统一派单、考核、区域限制和处罚规则会增强从属性判断。,summary_requires_primary_source_verification,,pilot_v1,,56854f04921aae89bf60d5adbe9f8afa9caafd5b3d88562300df230df2c1b7bf,official-portal reference; exact document and reuse terms not recorded,False
CASE-LOAN-INVEST-001,转账备注与借贷投资区分案例规则摘要,case_summary,CN,2024-01-01,https://www.court.gov.cn/,借款 投资款 转账备注 分红 风险共担,转账备注为投资款且聊天记录讨论分红和亏损风险时，不能直接按借款处理；需核验是否有保本承诺、还款合意和资金用途。,summary_requires_primary_source_verification,,pilot_v1,,89546f2f01156e131908a0a18e3c0dac907d471a70d3b36e49a25d6299a1138a,official-portal reference; exact document and reuse terms not recorded,False
CASE-DEPOSIT-ORDER-001,定金订金消费争议案例规则摘要,case_summary,CN,2024-01-01,https://www.court.gov.cn/,定金 订金 买车 退款 反悔,消费合同中定金与订金的文字、合同约定和实际履行都会影响退款判断；不能把订金直接套用定金罚则。,summary_requires_primary_source_verification,,pilot_v1,,4f265aa926f364cc7d2226636ba5ff29705d2d6aa814f0d992fcc2f666ef3a61,official-portal reference; exact document and reuse terms not recorded,False
CASE-MEDICAL-AESTHETIC-001,医美服务责任案例规则摘要,case_summary,CN,2024-01-01,https://www.court.gov.cn/,医美 广告 知情同意 鉴定 人身损害,医美争议需区分广告宣传、服务合同、知情同意、资质、病历和损害因果关系；涉及身体不适通常需要专业鉴定和人工复核。,summary_requires_primary_source_verification,,pilot_v1,,4c990cba4dbc6d132ae483bfdf24ebec62515c8116b535a2d0048f36e150aaf4,official-portal reference; exact document and reuse terms not recorded,False
CASE-FORM-CONTRACT-REFUND-001,培训退费格式条款案例规则摘要,case_summary,CN,2024-01-01,https://www.court.gov.cn/,培训退费 格式条款 开课 更换老师,培训服务退费争议通常关注课程是否开始、核心师资是否构成合同目的、退费条款提示说明以及机构实际履行。,summary_requires_primary_source_verification,,pilot_v1,,baa00a3680f0d2fedb40b16dd1295d3c5dff62ca9c0b5cae4887586ef652c198,official-portal reference; exact document and reuse terms not recorded,False
CASE-GUARANTEE-WECHAT-001,微信担保表述案例规则摘要,case_summary,CN,2024-01-01,https://www.court.gov.cn/,担保 微信 借款 保证意思 债务加入,微信聊天中“我负责”“我协调还款”等表述是否构成保证，需要结合上下文、签字文件、债务加入意思和债权人信赖判断。,summary_requires_primary_source_verification,,pilot_v1,,5cdfc0c53cedfec3071c5098adddaf0fb6f184fd1c8375511ebb5a47bef42d8a,official-portal reference; exact document and reuse terms not recorded,False
CASE-PERSONALINFO-DELETE-001,个人信息删除请求案例规则摘要,case_summary,CN,2024-01-01,https://www.court.gov.cn/,个人信息 删除 账号 注销 平台 必要性,账号注销或个人信息删除争议需要区分法定留存、必要处理、用户授权和平台业务规则，不能直接断言全部信息必须立即删除。,summary_requires_primary_source_verification,,pilot_v1,,f043e2a321352331e7b6b5209ca9cf3fda1e65feafb7238ce6c3070c8d705219,official-portal reference; exact document and reuse terms not recorded,False
CASE-TRAFFIC-INJURY-001,交通事故赔偿证据案例规则摘要,case_summary,CN,2024-01-01,https://www.court.gov.cn/,交通事故 责任认定 伤残鉴定 赔偿 清单,交通事故赔偿案例强调责任比例、医疗票据、误工证明、伤残鉴定和保险理赔材料，缺少鉴定时不宜估算最终赔偿。,summary_requires_primary_source_verification,,pilot_v1,,a63aea6a9dda6748415c2da9cee6c5c1840f3f5e4ddf94c5a935ec6c6b1b57a1,official-portal reference; exact document and reuse terms not recorded,False
CONTRACT-001,买卖合同逾期发货条款,contract_clause,CN,2026-01-01,self_authored,买卖合同 逾期发货 违约金 订单价款,买卖合同第8条：卖方应在付款后7日内发货；逾期发货的，每逾期一日按订单价款的0.5%向买方支付违约金。,self_authored_fixture,,pilot_v1,,6d3ada34850b84b171ac002fbe92f345db742b571eae74a58e22cf1e9bac445e,self-authored synthetic evaluation fixture,False
CONTRACT-DELIVERY-001,软件系统交付条款,contract_clause,CN,2026-05-30,self_authored,合同 迟延交付 限期改正,第5条：乙方应在2026年5月30日前交付第一版系统。乙方迟延超过15日的，甲方有权要求乙方限期改正。,self_authored_fixture,,pilot_v1,,b98cd7d405532b34dd90888b5f87ba1257d7b29bb789d0630161b0bf6e1a5c4e,self-authored synthetic evaluation fixture,False
CONTRACT-PAY-001,软件项目预付款条款,contract_clause,CN,2026-05-30,self_authored,合同 预付款 解除 结算,第9条：甲方支付的预付款用于项目启动。合同解除后的费用结算由双方按已完成工作量另行确认。,self_authored_fixture,,pilot_v1,,1cb47c1466af8aff28b95e24714e1f9fc4c8e4c8bc6025524ab21c2df57e4c77,self-authored synthetic evaluation fixture,False
CONTRACT-TRAINING-001,摄影课程师资条款,contract_clause,CN,2026-01-01,self_authored,培训合同 老师 更换 退费 开课,课程服务协议第3条：机构应安排宣传页列明的主讲老师授课；因故更换老师的，应提前通知学员并提供同等资历老师。,self_authored_fixture,,pilot_v1,,856aa2684deb66339adf2a54b87910749e5d88897e719998ea8d7b4930616869,self-authored synthetic evaluation fixture,False
CONTRACT-TRAINING-002,摄影课程退费条款,contract_clause,CN,2026-01-01,self_authored,培训合同 退费 开课 格式条款,课程服务协议第8条：开课前学员申请退费的，机构可扣除已实际发生且能说明的材料和管理成本；开课后退费另行协商。,self_authored_fixture,,pilot_v1,,a7da21c65e6ac6f33403d4cc44a9b2dde39b24fd81954fc42c7ac1fe3e170d9e,self-authored synthetic evaluation fixture,False
CONTRACT-GUARANTEE-001,借款担保便签片段,contract_clause,CN,2026-01-01,self_authored,借款 担保 便签 保证 还款,担保便签：若借款人到期未还款，签字人愿在本金5万元范围内承担还款责任；便签未写明保证方式和保证期间。,self_authored_fixture,,pilot_v1,,350e3902120c6c73f8c9cd57b020314846adfa8b191b0f17373b2e1f9450fb72,self-authored synthetic evaluation fixture,False
CONTRACT-SALE-DEFECT-001,二手车瑕疵披露条款,contract_clause,CN,2026-01-01,self_authored,二手车 瑕疵 披露 重大事故 解除,二手车买卖确认单第4条：卖方承诺车辆无重大事故、水泡或火烧记录；如承诺不实，买方可要求解除合同并协商损失。,self_authored_fixture,,pilot_v1,,a6f8d53c14cf1e6f325c32d17203bcc1d3461210cab0fdd2b3fc650afda28d23,self-authored synthetic evaluation fixture,False
PLATFORM-001,平台延迟发货售后规则,policy_clause,CN,2026-01-01,self_authored,平台 售后 延迟发货 欺诈 赔付,平台售后规则：消费者申请延迟发货赔付的，应提交订单、付款和物流信息；是否构成欺诈需另行证明。,self_authored_fixture,,pilot_v1,,e46ddeb0cffd075471baf2aa0e4e2d98a1e51c4e206926d66424ef476f10432e,self-authored synthetic evaluation fixture,False
ORDER-001,订单物流事实片段,evidence_excerpt,CN,2026-01-01,self_authored,订单 物流 延迟 发货,订单记录显示付款完成时间、承诺发货时间和实际物流揽收时间，但未显示商家存在虚假发货承诺。,self_authored_fixture,,pilot_v1,,fe00e37452040f9bd326299003be0503eed9be5c3c95cba76ec164d99e5d11d2,self-authored synthetic evaluation fixture,False
POLICY-001,员工手册迟到处理条款,policy_clause,CN,2026-01-01,self_authored,劳动 员工手册 迟到 书面警告 解除 程序,员工手册第12条：一个自然月内迟到三次，部门负责人可给予书面警告；本条未规定公司可仅因迟到三次直接解除劳动合同。,self_authored_fixture,,pilot_v1,,14eb9684eb224d333fd0bc10dcae5f6a7c0369d8d309da83075845ef59332a0f,self-authored synthetic evaluation fixture,False
POLICY-002,员工手册解除复核条款,policy_clause,CN,2026-01-01,self_authored,劳动 解除 复核 申辩 程序,员工手册第20条：解除劳动合同应经人力资源部门复核，并听取员工申辩。,self_authored_fixture,,pilot_v1,,379f759c617d9a7bf47bf833ab1ded8634c18e9a8934cdd6bc52f8000ab16ec6,self-authored synthetic evaluation fixture,False
POLICY-PRIVACY-001,平台隐私政策删除条款,policy_clause,CN,2026-01-01,self_authored,隐私政策 账号注销 删除 法定留存,隐私政策第6条：用户注销账号后，平台将删除或匿名化非必要个人信息；依法需留存的交易和日志信息可在法定期限内保存。,self_authored_fixture,,pilot_v1,,e599dbc1d1f117f5a9ac9356f56ba7367c2a8e78d801bfa03f3613fa1f385f6b,self-authored synthetic evaluation fixture,False
POLICY-MARKET-001,直播平台商家违规处理规则,policy_clause,CN,2026-01-01,self_authored,直播 平台 商家 违规 扣款 申诉,直播平台规则第15条：商家被认定虚假宣传的，平台可限制活动报名并冻结争议订单款项；商家可在7日内提交申诉材料。,self_authored_fixture,,pilot_v1,,81abacf43f193dd856b544a5fb6d6b4e044a90960397dc62e4292d517bcfaa77,self-authored synthetic evaluation fixture,False
NOTICE-001,平台侵权通知材料片段,evidence_excerpt,CN,2026-01-01,self_authored,平台 侵权通知 权属 商品链接,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。,self_authored_fixture,,pilot_v1,,a239d317c52b3a4c081e403e0d550c40def5eb212de75b3f37109b44ce8de337,self-authored synthetic evaluation fixture,False
PLATFORM-RESP-001,平台响应材料片段,evidence_excerpt,CN,2026-01-01,self_authored,平台 下架 转送 48小时 响应,平台在收到通知后48小时内下架相关链接，并向商家转送通知。,self_authored_fixture,,pilot_v1,,882288ba9edac171e92fdeb9160b369ccb4d45394b8649b797ce3d0dfdb20c5c,self-authored synthetic evaluation fixture,False
LOSS-001,损失证明材料片段,evidence_excerpt,CN,2026-01-01,self_authored,损失 销售额 调查费 律师费 证明,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。,self_authored_fixture,,pilot_v1,,dc9dd4547ac4774c735ec2b477d4752b7ba53442591b45ead3d16a3175d6a021,self-authored synthetic evaluation fixture,False
AGREEMENT-001,离职协议工资结清条款,contract_clause,CN,2026-01-01,self_authored,离职协议 工资结清 加班费,离职协议第2条：双方确认工资已结清。,self_authored_fixture,,pilot_v1,,119c4b80e1f438d409fdc536ea1898cf0a9c611133690e99722f850497810b84,self-authored synthetic evaluation fixture,False
AGREEMENT-002,离职协议保留权利条款,contract_clause,CN,2026-01-01,self_authored,离职协议 保留权利 未列明争议,离职协议第4条：本协议不影响员工依法就未列明争议另行主张权利。,self_authored_fixture,,pilot_v1,,a40d4da48954c881e03ebaa8f0f6b7bbaaa3b06f3eb78d2b56c8a64462af4122,self-authored synthetic evaluation fixture,False
EVIDENCE-001,加班审批证据片段,evidence_excerpt,CN,2026-01-01,self_authored,加班 审批 截图 离职协议 附件,员工称有加班审批截图，但协议附件未列明加班费明细。,self_authored_fixture,,pilot_v1,,be383666c09ea3cbb8805a833900cab1d516f4a1d29666708a10ec771e77b699,self-authored synthetic evaluation fixture,False
STAT-CONSUMER-FRAUD-001,消费者欺诈惩罚性赔偿规则片段,statute_summary,CN,2014-03-15,https://flk.npc.gov.cn/,消费者 欺诈 三倍赔偿 惩罚性赔偿 证明,消费者主张惩罚性赔偿通常需要证明经营者存在欺诈行为；单纯逾期发货或履行迟延不当然等于欺诈。,summary_requires_primary_source_verification,,pilot_v1,,13827cea612141bdf7daccec3eab503f6b23dffded81bc080486f0344c0b76c9,official-portal reference; exact document and reuse terms not recorded,False
STAT-LABOR-OVERTIME-001,加班费举证与劳动关系规则片段,statute_summary,CN,2008-01-01,https://flk.npc.gov.cn/,劳动关系 加班费 考勤 固定工资 审批,劳动者主张加班费通常需要提供考勤记录、加班审批、工作安排或工资支付记录；劳动关系认定和加班费支持均需结合实际管理控制和证据。,summary_requires_primary_source_verification,,pilot_v1,,8b51deb88af9352666f58ed83128d10dbc9caba23c7c40dac861ce4b9d701884,official-portal reference; exact document and reuse terms not recorded,False
STAT-DEBT-COLLECTION-001,催款函合规表达规则片段,statute_summary,CN,2021-01-01,https://flk.npc.gov.cn/,催款函 名誉权 威胁 敲诈 合规表达,催款函应基于真实债权债务事实，避免侮辱、恐吓、公开曝光或诈骗定性等表达；威胁曝光、损害名誉或以非法施压方式催款存在侵权和违法风险。,summary_requires_primary_source_verification,,pilot_v1,,90258f679f4c3ee897853e06529f0c81cdc32ade350c91e52d25cf304dbd38c3,official-portal reference; exact document and reuse terms not recorded,False
STAT-FALSE-LITIGATION-001,诉讼文书真实陈述规则片段,statute_summary,CN,2024-01-01,https://flk.npc.gov.cn/,起诉状 虚假事实 编造证据 虚假诉讼,起诉状和证据材料应基于真实事实；编造合同履行过程、虚构证据或将猜测写成事实，可能触发虚假陈述、妨害诉讼或虚假诉讼风险。,summary_requires_primary_source_verification,,pilot_v1,,c3ba856eb1bfc78b9da2b4def7981fc3a1512511ef0bf32e0db8e2c930005bf8,official-portal reference; exact document and reuse terms not recorded,False
CONTRACT-LEASE-DEPOSIT-001,房屋租赁押金验收条款,contract_clause,CN,2026-01-01,self_authored,租赁 押金 退租 验收 正常损耗,租赁合同第10条：退租时双方应共同验收房屋；押金扣除应以合同约定、验收记录、照片对比和实际维修损失为依据，正常使用损耗不应由承租人承担。,self_authored_fixture,,pilot_v1,,899d4f12e45113ef00b0d363bf467d76cd2df4c07342576756c32cc7142b5f35,self-authored synthetic evaluation fixture,False
EVIDENCE-LABOR-MANAGEMENT-001,劳动管理证据片段,evidence_excerpt,CN,2026-01-01,self_authored,劳动关系 排班 打卡 固定工资 管理控制,证据片段显示客服人员按公司排班打卡、领取固定月薪并接受主管工作安排；这些事实可用于支持劳动关系从属性分析。,self_authored_fixture,,pilot_v1,,4c85b02f1f82486212f62932f876b98ac6839c83565f71c6996920ee68b66890,self-authored synthetic evaluation fixture,False
EVIDENCE-CONSUMER-DEFECT-001,商品质量证据片段,evidence_excerpt,CN,2026-01-01,self_authored,消费者 商品质量 检测视频 订单 聊天记录,消费者持有订单、聊天记录和故障检测视频时，可先用于证明购买关系、故障现象和售后沟通过程；是否退换货仍取决于故障原因和售后规则。,self_authored_fixture,,pilot_v1,,1491efaa82cf964afb9daa64dac17684600e6e9ac767c62e47a073a9d0338291,self-authored synthetic evaluation fixture,False
